City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,fukuecho,32.6881,128.8419,22.2,83,75,3.09,JP,1717982920
276,north bend,43.4065,-124.2243,14.51,82,100,9.26,US,1717982920
277,novodvinsk,64.4165,40.8122,7.1,88,6,2.91,RU,1717982713
278,brokopondo,4.75,-55.1667,26.27,83,100,2.78,SR,1717982920
279,itoman,26.1247,127.6694,26.08,85,75,2.57,JP,1717982921
280,kajaani,64.2273,27.7285,9.03,93,20,2.06,FI,1717982921
281,robore,-18.3333,-59.75,23.21,39,1,2.47,BO,1717982921
282,sao paulo de olivenca,-3.3783,-68.8725,23.5,98,100,0.36,BR,1717982921
283,luis correia,-2.8792,-41.6669,25.59,89,100,3.15,BR,1717982921
284,mahajanga,-15.7167,46.3167,20.01,68,0,1.54,MG,1717982921
285,qoryooley,1.7878,44.53,24.46,83,64,6.81,SO,1717982922
286,nar'yan-mar,67.6713,53.087,1.73,87,100,4.47,RU,1717982922
287,margate,51.3813,1.3862,12.41,77,100,2.24,GB,1717982697
288,hsinchu,24.8036,120.9686,29.87,76,100,2.24,TW,1717982922
289,ola,59.5833,151.2833,8.97,85,99,2.18,RU,1717982668
290,vernon,50.2581,-119.2691,23.84,32,100,3.13,CA,1717982739
291,kabalo,-6.05,26.9167,19.3,51,2,2.38,CD,1717982922
292,grand falls-windsor,48.9332,-55.6649,12.5,88,97,2.53,CA,1717982923
293,kenai,60.5544,-151.2583,15.1,51,0,6.17,US,1717982680
294,pierre,44.3683,-100.351,24.92,36,0,2.06,US,1717982923
295,kununurra,-15.7667,128.7333,23.99,33,0,5.66,AU,1717982827
296,vila velha,-20.3297,-40.2925,19.97,94,0,1.03,BR,1717982657
297,afaahiti,-17.75,-149.2833,24.93,87,100,6.82,PF,1717982923
298,fort mcmurray,56.7268,-111.381,11.73,76,100,5.14,CA,1717982923
299,vila franca do campo,37.7167,-25.4333,18.27,99,8,2.34,PT,1717982846
300,bamboo flat,11.7,92.7167,26.05,89,75,1.03,IN,1717982924
301,nelson bay,-32.7167,152.15,16.08,64,6,0.89,AU,1717982924
302,laihia,62.9761,22.0114,5.84,93,0,2.06,FI,1717982924
303,tutoia,-2.7619,-42.2744,25.6,90,100,3.25,BR,1717982924
304,sandnessjoen,66.0217,12.6316,10.29,72,53,3.5,NO,1717982924
305,longyearbyen,78.2186,15.6401,2.91,81,40,2.57,SJ,1717982924
306,carmarthen,51.8555,-4.3054,12.93,82,100,10.8,GB,1717982925
307,santiago de cao,-7.9589,-79.2392,18.07,82,75,3.09,PE,1717982925
308,san miguel de cauri,-10.1,-76.5833,2.77,86,3,0.79,PE,1717982925
309,valle de la pascua,9.2155,-66.0073,24.5,91,100,0.89,VE,1717982925
310,buckhannon,38.994,-80.232,17.33,61,20,3.6,US,1717982838
311,cabinda,-5.55,12.2,23.08,94,0,1.54,AO,1717982925
312,kalabo,-14.97,22.6814,12.77,60,5,3.15,ZM,1717982925
313,cidade velha,14.9167,-23.6167,23.1,81,0,2.28,CV,1717982925
314,moyale,3.5167,39.0584,19.71,65,100,5.6,KE,1717982926
315,al kharijah,25.4514,30.5464,27.77,21,0,3.67,EG,1717982926
316,chabahar,25.2919,60.643,29.69,74,0,1.11,IR,1717982926
317,kalifornsky,60.4183,-151.29,15.04,52,75,6.17,US,1717982926
318,tshabong,-26.05,22.45,8.65,54,19,5.21,BW,1717982926
319,ghat,24.9647,10.1728,28.23,8,0,0.48,LY,1717982894
320,la linea de la concepcion,36.1681,-5.3478,19.99,83,100,4.12,ES,1717982926
321,francistown,-21.17,27.5079,7.71,78,0,3.83,BW,1717982927
322,richards bay,-28.783,32.0377,13.88,72,0,2.63,ZA,1717982927
323,tuxpam de rodriguez cano,20.95,-97.4,31.9,77,12,5.5,MX,1717982927
324,miyaly,48.8844,53.7836,21.49,60,100,1.66,KZ,1717982927
325,tolanaro,-25.0319,46.9987,16.04,88,75,2.06,MG,1717982927
326,villa gesell,-37.2639,-56.973,13.36,84,100,9.12,AR,1717982644
327,zapala,-38.8992,-70.0544,6.6,67,13,3.42,AR,1717982927
328,kristiansund,63.1115,7.732,11.3,87,100,4.63,NO,1717982927
329,ahwa,20.75,73.6833,26.38,77,99,0.95,IN,1717982928
330,auki,-8.7676,160.7034,30.62,65,21,1.06,SB,1717982800
331,manismata,-2.4667,111.0333,28.25,76,94,1.64,ID,1717982928
332,north walsham,52.8212,1.3875,10.87,92,100,5.81,GB,1717982928
333,mata-utu,-13.2816,-176.1745,27.49,75,74,9.8,WF,1717982805
334,touros,-5.1989,-35.4608,25.45,81,87,6.19,BR,1717982928
335,lepsy,46.235,78.9456,26.75,33,0,3.51,KZ,1717982928
336,guiyang,26.5833,106.7167,20.27,94,40,2.0,CN,1717982698
337,morant bay,17.8815,-76.4093,29.79,90,100,3.76,JM,1717982929
338,saint-pierre,-21.3393,55.4781,20.82,73,75,3.6,RE,1717982929
339,meulaboh,4.1363,96.1285,24.98,89,100,1.85,ID,1717982929
340,bainbridge,47.6262,-122.5212,20.9,64,0,4.12,US,1717982929
341,chivilcoy,-34.8957,-60.0167,15.39,88,100,3.06,AR,1717982929
342,nizhniy kuranakh,58.8353,125.4869,19.79,55,87,1.28,RU,1717982929
343,ciudad lazaro cardenas,17.9583,-102.2,27.1,71,21,4.33,MX,1717982660
344,rio grande,-32.035,-52.0986,21.64,85,87,4.45,BR,1717982929
345,airali,44.767,7.3219,14.96,94,20,1.09,IT,1717982929
346,katima mulilo,-17.5,24.2667,10.83,77,0,2.5,NA,1717982675
347,ilha de mocambique,-15.0342,40.7358,24.47,69,83,10.06,MZ,1717982930
348,tikapur,28.5,81.1333,30.65,22,0,1.68,NP,1717982819
349,freetown,8.484,-13.2299,26.51,81,33,2.7,SL,1717982911
350,sake,-1.5736,29.045,16.36,88,35,0.83,CD,1717982930
351,renqiu,38.6989,116.0936,32.52,22,6,1.89,CN,1717982930
352,walvis bay,-22.9575,14.5053,17.83,61,6,3.97,NA,1717982930
353,douglas,41.3,-96.167,24.38,36,0,2.57,US,1717982749
354,keflavik,64.0049,-22.5624,6.24,87,0,3.6,IS,1717982931
355,tanjung sepat,2.6579,101.5629,29.08,84,20,1.54,MY,1717982931
356,smarhon,54.4791,26.3934,10.19,95,44,1.58,BY,1717982931
357,ketchikan,55.3422,-131.6461,16.06,29,75,6.17,US,1717982931
358,brookings,44.3114,-96.7984,21.36,46,0,4.63,US,1717982931
359,aketi,2.7388,23.7833,21.71,99,100,0.08,CD,1717982931
360,lufkin,31.3382,-94.7291,29.31,74,0,1.54,US,1717982773
361,port augusta,-32.5,137.7667,19.27,36,98,6.84,AU,1717982932
362,monastyryshche,48.9909,29.8047,16.52,96,19,3.03,UA,1717982932
363,zabid,14.1951,43.3152,31.24,57,85,3.1,YE,1717982932
364,labrador city,52.9463,-66.9114,18.43,53,75,0.0,CA,1717982932
365,dakhla,23.6848,-15.958,19.96,88,0,8.78,EH,1717982932
366,beohari,24.05,81.3833,33.57,37,11,3.8,IN,1717982933
367,myrina,39.8797,25.0742,20.58,83,0,0.0,GR,1717982806
368,tidjikja,18.5564,-11.4271,32.88,29,0,4.29,MR,1717982933
369,san julian,21.0167,-102.1667,28.06,24,77,2.9,MX,1717982933
370,codrington,-38.2667,141.9667,11.07,64,100,4.71,AU,1717982933
371,lohja,60.2486,24.0653,8.81,97,100,4.29,FI,1717982933
372,faya-largeau,17.9257,19.1043,33.2,13,20,5.71,TD,1717982933
373,portland,45.5234,-122.6762,23.1,58,20,6.69,US,1717982700
374,lebyazh'ye,55.2689,66.4947,14.5,98,100,2.58,RU,1717982933
375,martapura,-3.4167,114.85,30.05,74,0,2.57,ID,1717982762
376,zamora,-4.0692,-78.9567,19.81,99,83,0.65,EC,1717982934
377,boujniba,32.9005,-6.7746,14.87,75,100,2.94,MA,1717982934
378,daru,-9.0763,143.2092,26.49,88,50,7.85,PG,1717982768
379,wenchang,30.904,118.4887,21.29,91,100,1.32,CN,1717982934
380,biloela,-24.4167,150.5,19.97,35,0,4.71,AU,1717982934
381,tindouf,27.6711,-8.1474,20.25,52,0,9.26,DZ,1717982934
382,georgiyevka,43.0369,74.7114,21.02,64,0,2.0,KZ,1717982934
383,klaksvik,62.2266,-6.589,5.51,97,100,13.26,FO,1717982636
384,bikenibeu village,1.3673,173.1241,28.72,77,90,4.53,KI,1717982935
385,kamiiso,41.8167,140.65,17.21,94,75,1.54,JP,1717982935
386,padang,-0.9492,100.3543,28.03,73,99,1.47,ID,1717982935
387,rosario oeste,-14.8361,-56.4275,23.87,50,0,1.81,BR,1717982935
388,meadow lake,34.8014,-106.5436,24.06,26,99,9.68,US,1717982935
389,belmonte,-15.8631,-38.8828,24.33,73,82,5.02,BR,1717982851
390,fortuna,40.5982,-124.1573,13.79,91,100,5.14,US,1717982935
391,carolina beach,34.0352,-77.8936,27.29,79,96,4.24,US,1717982936
392,mitu,1.1983,-70.1733,22.76,95,74,0.78,CO,1717982928
393,kabo,7.6994,18.629,21.42,85,100,1.79,CF,1717982936
394,darwin,-12.4611,130.8418,24.97,53,0,5.66,AU,1717982879
395,lan sak,15.4529,99.5761,28.83,68,100,1.52,TH,1717982936
396,atafu village,-8.5421,-172.5159,28.84,72,7,3.32,TK,1717982936
397,corsicana,32.0954,-96.4689,29.44,72,0,2.57,US,1717982667
398,barrouallie,13.2333,-61.2667,25.76,81,6,4.95,VC,1717982936
399,dohad,22.8333,74.2667,27.3,68,100,4.87,IN,1717982937
400,kasama,-10.2129,31.1808,10.6,98,74,2.06,ZM,1717982937
401,ksar chellala,35.2122,2.3189,18.88,46,11,2.68,DZ,1717982937
402,tazacorte,28.629,-17.9293,19.53,94,0,2.06,ES,1717982937
403,tsiombe,-25.3,45.4833,17.75,63,95,4.26,MG,1717982814
404,illizi,26.4833,8.4667,30.89,8,0,4.58,DZ,1717982937
405,brisas de zicatela,15.8369,-97.0419,30.29,84,100,4.12,MX,1717982937
406,black forest,39.0131,-104.7008,15.62,79,100,3.09,US,1717982938
407,tralee,52.2704,-9.7026,11.47,91,100,5.97,IE,1717982938
408,esquel,-42.9,-71.3167,5.04,92,100,1.53,AR,1717982877
409,bor,56.3567,44.0669,15.24,86,98,3.14,RU,1717982938
410,kuta,-8.7233,115.1723,26.67,94,75,6.26,ID,1717982719
411,phang nga,8.4509,98.5298,31.02,94,100,2.3,TH,1717982938
412,paoua,7.2427,16.4406,22.02,88,100,3.1,CF,1717982938
413,kikvidze,50.7416,43.0518,16.28,84,0,0.57,RU,1717982938
414,kingston,17.997,-76.7936,29.53,66,20,7.2,JM,1717982806
415,palmer,42.1584,-72.3287,15.17,74,5,4.66,US,1717982835
416,bardai,11.65,7.2333,26.39,62,100,6.27,NG,1717982737
417,mermoz boabab,14.7065,-17.4758,24.88,83,75,2.06,SN,1717982939
418,dois vizinhos,-25.7336,-53.0572,16.82,79,0,1.24,BR,1717982876
419,moab,38.5733,-109.5498,32.62,19,78,1.34,US,1717982776
420,gardnerville ranchos,38.8882,-119.7413,26.35,23,21,4.47,US,1717982940
421,kutoarjo,-7.7169,109.9128,27.13,81,6,0.93,ID,1717982940
422,sheopur,25.6667,76.7,35.5,24,93,4.35,IN,1717982940
423,middleburg,30.0689,-81.8604,29.59,57,0,2.57,US,1717982916
424,harper,4.375,-7.7169,25.08,91,100,3.31,LR,1717982940
425,marsh harbour,26.5412,-77.0636,28.75,72,13,2.91,BS,1717982940
426,bocana de paiwas,12.7857,-85.1227,26.03,88,100,1.68,NI,1717982940
427,weihai,37.5017,122.1136,20.41,78,22,2.5,CN,1717982940
428,daleville,31.3102,-85.713,29.04,63,0,2.57,US,1717982831
429,xilin hot,43.9667,116.0333,26.33,22,96,8.82,CN,1717982941
430,broken hill,-31.95,141.4333,16.1,46,67,3.01,AU,1717982941
431,susuman,62.7833,148.1667,7.21,46,100,0.45,RU,1717982941
432,tucuma,-0.1833,-50.05,24.9,93,53,2.69,BR,1717982941
433,ushibukamachi,32.1906,130.0228,21.22,93,100,2.01,JP,1717982941
434,watsa,3.0372,29.5355,18.19,97,99,0.91,CD,1717982941
435,shache,38.4167,77.2406,22.0,36,5,0.69,CN,1717982941
436,sitka,57.0531,-135.33,10.94,71,100,5.66,US,1717982865
437,bidur,4.1167,101.2833,25.2,88,100,1.01,MY,1717982942
438,hadejia,12.4498,10.0444,32.5,42,46,5.37,NG,1717982942
439,iwon-up,40.3231,128.6553,23.62,52,0,2.62,KP,1717982942
440,okhotsk,59.3833,143.3,7.78,78,76,4.31,RU,1717982800
441,hede,33.7681,120.2517,31.03,42,4,4.88,CN,1717982942
442,cardenas,23.0375,-81.2047,24.42,81,96,3.37,CU,1717982942
443,san paolo di civitate,41.7383,15.2602,22.16,58,5,4.17,IT,1717982943
444,vilhena,-12.7406,-60.1458,19.81,55,0,0.64,BR,1717982943
445,pumiao,22.75,108.4833,28.22,84,100,3.8,CN,1717982943
446,temnikov,54.6302,43.2148,14.54,85,100,1.91,RU,1717982943
447,coquimbo,-29.9533,-71.3436,14.43,72,0,5.14,CL,1717982943
448,umba,66.6871,34.3429,6.65,77,100,6.12,RU,1717982943
449,velikiye luki,56.34,30.5452,12.1,98,86,1.77,RU,1717982943
450,ambon,-3.6954,128.1814,27.08,89,75,0.51,ID,1717982943
451,geraldton,-28.7667,114.6,21.23,68,75,4.63,AU,1717982777
452,berdigestyakh,62.0989,126.6992,23.05,28,11,0.9,RU,1717982944
453,prata,-19.3072,-48.9242,18.69,56,9,2.99,BR,1717982944
454,marsabit,2.3284,37.9899,16.95,72,98,7.72,KE,1717982944
455,kalayaan,14.35,121.5667,27.67,77,100,2.06,PH,1717982944
456,botou,38.0667,116.5667,32.94,20,1,2.56,CN,1717982944
457,sisimiut,66.9395,-53.6735,0.83,99,100,2.65,GL,1717982877
458,malax,62.9423,21.5731,6.04,96,0,2.06,FI,1717982945
459,bel ombre,-4.6167,55.4167,27.91,78,40,2.06,SC,1717982945
460,pemangkat,1.1667,108.9667,27.92,80,99,2.91,ID,1717982945
461,conde,-7.2597,-34.9075,22.7,100,20,1.54,BR,1717982931
462,apac,1.9756,32.5386,18.36,91,74,0.34,UG,1717982830
463,sao joao da barra,-21.6403,-41.0511,23.47,78,5,7.65,BR,1717982869
464,bairnsdale,-37.8333,147.6167,13.92,73,30,0.45,AU,1717982945
465,tazovsky,67.4667,78.7,4.2,69,93,4.66,RU,1717982946
466,coyhaique,-45.5752,-72.0662,3.34,99,100,1.37,CL,1717982900
467,urangan,-25.3,152.9,20.67,56,0,4.92,AU,1717982838
468,kirensk,57.7853,108.1119,14.98,49,95,2.24,RU,1717982946
469,rajapur,25.3833,81.15,37.3,22,23,2.26,IN,1717982946
470,muhammadabad,25.6333,83.75,35.94,18,0,3.66,IN,1717982946
471,puerto armuelles,8.2833,-82.8667,27.27,72,100,1.79,PA,1717982946
472,essaouira,31.5125,-9.77,19.72,88,20,3.09,MA,1717982946
473,vilyuchinsk,52.9306,158.4028,16.07,72,97,2.91,RU,1717982947
474,san salvador,13.6894,-89.1872,23.82,100,100,1.4,SV,1717982312
475,ornskoldsvik,63.2909,18.7153,9.53,87,75,3.09,SE,1717982947
476,reggane,26.7158,0.1714,35.95,15,15,4.52,DZ,1717982947
477,chongoyape,-6.6406,-79.3892,22.05,76,55,0.43,PE,1717982947
478,khandyga,62.6667,135.6,19.51,35,68,1.81,RU,1717982877
479,kidal,18.4411,1.4078,35.2,16,11,1.49,ML,1717982947
480,namibe,-15.1961,12.1522,19.96,87,5,3.11,AO,1717982875
481,luza,60.6308,47.2512,9.91,93,100,1.97,RU,1717982948
482,kurumkan,54.3,110.3,16.74,47,100,2.68,RU,1717982948
483,kill devil hills,36.0307,-75.676,27.18,71,40,1.54,US,1717982748
484,arevalo,41.0626,-4.7204,14.06,74,100,4.2,ES,1717982948
485,mashava,-20.0367,30.4823,6.84,86,0,1.2,ZW,1717982948
486,rosetta,31.4044,30.4164,23.47,77,0,5.15,EG,1717982948
487,cascais,38.6979,-9.4215,17.28,87,100,4.02,PT,1717982819
488,santa maria del oro,25.9333,-105.3667,29.36,16,94,7.69,MX,1717982949
489,natal,-5.795,-35.2094,25.12,83,40,4.12,BR,1717982902
490,kichmengskiy gorodok,59.9816,45.7854,11.64,87,100,1.79,RU,1717982949
491,sedziszow,50.5659,20.0556,16.11,92,100,3.07,PL,1717982649
492,hithadhoo,-0.6,73.0833,28.14,75,51,2.28,MV,1717982949
493,shalqar,47.8333,59.6,20.45,68,6,3.52,KZ,1717982864
494,kikwit,-5.041,18.8162,21.54,38,100,1.26,CD,1717982949
495,hun,29.1268,15.9477,28.92,14,0,3.81,LY,1717982950
496,luganville,-15.5333,167.1667,27.84,68,99,3.44,VU,1717982950
497,kudahuvadhoo,2.6708,72.8944,28.44,73,100,3.99,MV,1717982950
498,gamba,-2.65,10.0,22.2,91,54,2.11,GA,1717982950
499,lindi,-10.0,39.7167,22.07,73,14,4.01,TZ,1717982950
500,alexandria,31.2156,29.9553,23.86,78,0,3.71,EG,1717982716
501,dhidhdhoo,6.8833,73.1,28.76,76,100,7.69,MV,1717982771
502,poronaysk,49.2167,143.1167,8.42,96,100,3.7,RU,1717982950
503,tagta,41.6504,59.9164,25.97,50,0,2.06,TM,1717982951
504,alice town,25.7167,-79.3,28.62,73,2,4.26,BS,1717982951
505,alesund,62.4723,6.1549,10.57,88,100,7.72,NO,1717982951
506,havre,49.5833,0.3333,12.01,82,75,6.17,FR,1717982951
507,kayan,16.9056,96.5631,27.08,86,100,1.33,MM,1717982951
508,whitefish,48.4111,-114.3376,23.41,47,0,0.0,US,1717982951
509,arkhangel'sk,64.5401,40.5433,7.06,100,20,3.0,RU,1717982951
510,qaisumah,28.3112,46.1273,34.98,12,0,4.12,SA,1717982952
511,kembe,4.6228,21.8865,20.61,99,100,0.64,CF,1717982952
512,acarau,-2.8856,-40.12,25.38,89,91,4.78,BR,1717982952
513,bata,1.8639,9.7658,24.92,94,20,2.57,GQ,1717982952
514,lospalos,-8.5186,127.0025,23.99,69,21,4.04,TL,1717982829
515,hasaki,35.7333,140.8333,20.22,80,99,4.48,JP,1717982952
516,magadi,12.9667,77.2333,21.6,92,77,4.26,IN,1717982952
517,kiruhura,-2.4773,29.7679,13.12,77,17,1.76,RW,1717982953
518,reguiba,33.5639,6.7033,30.03,23,20,2.06,DZ,1717982953
519,eenhana,-17.4667,16.3333,14.27,45,1,4.13,NA,1717982953
520,neustadt an der waldnaab,49.7117,12.0872,11.91,85,40,0.0,DE,1717982953
521,fort saskatchewan,53.7168,-113.2187,14.99,54,100,2.57,CA,1717982900
522,formosa do rio preto,-11.0483,-45.1931,21.53,50,3,1.21,BR,1717982953
523,taghazout,30.5426,-9.7112,19.43,79,100,1.6,MA,1717982953
524,puerto deseado,-47.7503,-65.8938,4.62,94,100,7.01,AR,1717982953
525,muravlenko,63.7898,74.523,14.01,54,66,6.13,RU,1717982953
526,praia da vitoria,38.7333,-27.0667,18.14,88,20,3.34,PT,1717982954
527,arteche,12.2645,125.4048,30.6,69,100,2.54,PH,1717982928
528,thames,-37.1333,175.5333,17.55,87,99,3.67,NZ,1717982954
529,santa elena de uairen,4.6167,-61.1333,19.87,95,100,1.81,VE,1717982954
530,panama city beach,30.1766,-85.8055,27.58,78,20,3.09,US,1717982831
531,al 'amarah,31.8406,47.1396,34.37,27,100,6.0,IQ,1717982954
532,horta,38.5333,-28.6333,18.34,88,90,0.45,PT,1717982954
533,tommot,58.9564,126.2925,20.29,54,82,1.45,RU,1717982954
534,arkalyk,50.2486,66.9114,20.17,74,91,3.68,KZ,1717982955
535,palikir - national government center,6.9248,158.1611,31.41,74,100,4.12,FM,1717982914
536,dawei,14.0833,98.2,25.13,95,100,8.57,MM,1717982663
537,punta del este,-34.9667,-54.95,16.1,93,0,5.66,UY,1717982955
538,rong kwang,18.339,100.3174,26.71,98,100,1.11,TH,1717982955
539,boa vista,2.8197,-60.6733,25.99,89,75,1.03,BR,1717982845
540,coahuayana de hidalgo,18.7,-103.6583,26.4,70,2,2.14,MX,1717982834
541,leava,-14.3,-178.1667,26.93,72,99,8.43,WF,1717982955
542,lubango,-14.9172,13.4925,14.92,58,5,3.09,AO,1717982721
543,kaa-khem,51.6833,94.7333,17.45,69,100,1.87,RU,1717982956
544,dazhou,31.2159,107.5009,24.27,80,93,0.28,CN,1717982956
545,chos malal,-37.3781,-70.2709,7.74,69,4,2.63,AR,1717982873
546,kralendijk,12.15,-68.2667,28.99,79,75,7.2,BQ,1717982691
547,canico,32.6333,-16.85,20.12,84,75,2.06,PT,1717982956
548,pitea,65.3172,21.4794,10.05,93,97,2.24,SE,1717982956
549,zhuanghe,39.7008,122.9911,21.68,75,82,4.54,CN,1717982957
550,mili,6.0815,171.735,28.79,75,3,6.25,MH,1717982957
